Name,Address,RATING,CURRENT,RISK
1912,6201 MAPLE ST,EXCELLENT,7/20/2018,HIGH
1000 Degrees Neapolitan Pizzeria,17676 WELCH PLZ STE 9,EXCELLENT,10/25/2018,MEDIUM
1000 Degrees Neopolitan Pizzeria,1405 S 204th St #104,EXCELLENT,1/18/2019,MEDIUM
11 WORTH CAFÉ,2419 LEAVENWORTH ST,STANDARD,12/18/2018,HIGH
13TH STREET BRICKHOUSE,2202 S 13TH ST,FAIR,1/3/2018,LOW
13TH STREET COFFEE CO,519 S 13TH ST,EXCELLENT,4/5/2018,MEDIUM
3 HAPPINESS EXPRESS,5103 LEAVENWORTH,STANDARD,8/15/2018,HIGH
3-5-7 CLUB,2414 AMES AVE,FAIR,5/29/2018,LOW
3D BBQ,8501 N 30th St,STANDARD,,MEDIUM
3D BBQ,8501 N 30th St,STANDARD,,MEDIUM
3M,600 E MEIGS ST-VALLEY,STANDARD,5/29/2018,MEDIUM
402 BBQ,4001 AMES AVE,STANDARD,3/27/2018,MEDIUM
5 GUYS BURGER & FRIES,7345 DODGE ST,SUPERIOR,2/26/2018,MEDIUM
5 Guys Burger & Fries,697 N 132 ST,EXCELLENT,3/26/2018,MEDIUM
5168 Tap Room,3201 Farnam St #6107,STANDARD,11/30/2018,HIGH
801 CHOP HOUSE,1403 FARNAM ST,STANDARD,8/10/2018,HIGH
801 Grill,10387 Pacific St,STANDARD,10/19/2018,HIGH
99 CENT GROCERY & VARIETY,4205 REDMAN AVE,FAIR,7/16/2018,LOW
A B'S DUNDEE 66,4926 UNDERWOOD AVE,STANDARD,5/16/2018,LOW
A CATERED AFFAIR,3016 N 102 ST,EXCELLENT,10/24/2018,HIGH
A HILL OF BEANS INC,14512 W CENTER RD,STANDARD,1/25/2019,LOW
A J ICE CREAM (seasonal),3650 CROWN PT AVE,STANDARD,6/12/2018,MEDIUM
A PLUS BUFFET,14426 W CENTER RD,FAIR,8/16/2018,HIGH
A Taste of New Orlean, 105 Mission St Belevue,FAIR,6/29/2018,MEDIUM
A VIEW WEST,4141 N 156 ST,EXCELLENT,8/21/2018,LOW
Abelardo's,4178 L St,STANDARD,8/7/2018,MEDIUM
Abelardo's Mexican Food,3420 N 90 ST,STANDARD,7/13/2018,HIGH
Abelardo's Mexican Food,3540 CENTER ST,EXCELLENT,1/17/2019,HIGH
Abelardo's Mexican Food,1229 S 180th St,STANDARD,9/25/2018,HIGH
Abelardo's Mexican Food,5044 S 108 ST,STANDARD,10/16/2018,HIGH
Abelardo's Mexican Food,8417 PARK DR,STANDARD,10/11/2018,HIGH
Abelardo's Mexican Fresh,6051 Ames Ave,EXCELLENT,10/15/2018,HIGH
Abelardo's Mexican Fresh,11811 FORT ST,EXCELLENT,10/22/2018,HIGH
Abelardo's Mexican Restaurant,3121 Q St,FAIR,7/20/2018,HIGH
Abraham Catering at the Gardens,100 BANCROFT ST,EXCELLENT,8/17/2018,HIGH
Abraham Catering at the Joslyn,2200 DODGE ST,EXCELLENT,1/8/2019,HIGH
Abraham Catering Service,5520 MILLER AVE - RALSTON,EXCELLENT,1/18/2019,HIGH
ABSOLUTELY FRESH SEAFOOD CO,1218 S 119 ST,STANDARD,10/15/2018,HIGH
Acadian Grille,725 N 114th St,STANDARD,7/20/2018,HIGH
ACCELERANDO COFFEE HOUSE,7023 CASS ST,EXCELLENT,9/5/2018,MEDIUM
Ace Sushi @ Fresh Thyme #903,14949 Evans Plz,STANDARD,11/21/2018,HIGH
Ace Sushi @ Fresh Thyme #904,17550 Gold Plz,STANDARD,10/16/2018,MEDIUM
Ace Sushi @ Fresh Thyme #905,13245 W Center Rd,STANDARD,10/9/2018,MEDIUM
ACH SERVICE CENTER,2401 S 73 ST,EXCELLENT,12/7/2018,MEDIUM
ACKERMAN ELEM SCHOOL,5110 S 156 ST,SUPERIOR,8/15/2018,HIGH
ADAMS ELEM SCHOOL,3420 N 78 ST,SUPERIOR,10/22/2018,HIGH
Addy's Sports Bar,14615 W Maple Rd #100,STANDARD,9/21/2018,HIGH
ADDY'S SPORTS BAR,1515 S 204 ST STE 107,EXCELLENT,11/29/2018,HIGH
Addy's Sports Grill,14110 S ST,STANDARD,8/10/2018,HIGH
AFC Sushi @ Baker's #311,5555 N 90 ST,EXCELLENT,12/7/2018,MEDIUM
AFC Sushi @ Dillion #302,12025 W CENTER RD,EXCELLENT,8/13/2018,HIGH
Affordable Kosher Meat  Inc ,12604 Pacific St,STANDARD,1/15/2019,LOW
AFOMA CORNER STORE,5522 S 30 ST,STANDARD,12/6/2018,MEDIUM
AFRICAN FARMS,2339 N 90 ST,EXCELLENT,3/23/2018,MEDIUM
AFRICAN FOODS,223 S 25 ST,STANDARD,12/12/2018,MEDIUM
Agave Azteca,5170 S 72nd St Ste 106 - Ralston,STANDARD,9/27/2018,HIGH
Agave Azteca,681 N 132 ST,STANDARD,10/10/2018,HIGH
AHMAD'S PERSIAN RESTAURANT,1006 HOWARD ST,STANDARD,7/11/2018,HIGH
AJ'S CAF� ,5146 N 90 ST,EXCELLENT,1/23/2019,HIGH
AKSARBEN CINEMA,2110 S 67 ST,STANDARD,1/9/2019,MEDIUM
AKSARBEN SUITES HOTEL,7270 CEDAR ST,FAIR,9/28/2018,HIGH
ALDERMAN'S BAR,3216 LEAVENWORTH ST,EXCELLENT,8/15/2018,LOW
Aldi #46,17240 EVANS ST,EXCELLENT,7/24/2018,MEDIUM
Aldi #48,885 S 72nd St,EXCELLENT,12/6/2018,MEDIUM
Aldi Foods #75,3433 N 90TH STREET,EXCELLENT,4/9/2018,MEDIUM
Aldi Inc. #41,4525 DAHLMAN AVE,EXCELLENT,2/21/2018,MEDIUM
Aldi Inc. #42,2502 S 133 PLZ,EXCELLENT,5/11/2018,MEDIUM
Aldi Inc. #43,4801 N 30 ST,EXCELLENT,4/9/2018,MEDIUM
ALDRICH ELEM SCHOOL,506 N 162ND AVE,SUPERIOR,9/26/2018,HIGH
Alegent Health,7500 MERCY RD,EXCELLENT,10/18/2018,HIGH
ALEGENT HEALTH LAKESIDE HOSP,16901 LAKESIDE HILLS,EXCELLENT,11/14/2018,HIGH
Alegent Health McAuley Center,12809 W DODGE RD,EXCELLENT,11/2/2018,HIGH
ALFRED'S CATERING,6330 S 30 ST,EXCELLENT,9/18/2018,HIGH
ALFRED'S CATERING (Mobile),6330 S 30 ST,STANDARD,9/18/2018,MEDIUM
Alicia Y Sus Delicias,2202 S 20th St,STANDARD,10/30/2018,MEDIUM
ALL NATIONS GROCERIES,715 S 24 ST,STANDARD,8/9/2018,LOW
ALPINE INN,10405 CALHOUN ROAD,STANDARD,1/16/2019,HIGH
Altitude Trampoline Park - Omaha,5575 N 90 St,STANDARD,12/11/2018,MEDIUM
Amateur Coffee,3913 Cuming St,EXCELLENT,2/7/2018,MEDIUM
AMATO'S FOODS INC,6405 CENTER ST,EXCELLENT,9/19/2018,HIGH
AMAZING PIZZA MACHINE (THE),13955 S S PLZ,EXCELLENT,12/27/2018,MEDIUM
AMC OAKVIEW 24 THEATRES,3555 S 140 PLZ,STANDARD,1/31/2018,MEDIUM
AMC THEATERS WESTROADS 14,10000 CALIFORNIA,EXCELLENT,12/7/2018,MEDIUM
AMERICAN DREAM,7402 F ST,STANDARD,4/26/2018,MEDIUM
AMERICAN G I FORUM,2002 N St,STANDARD,12/28/2018,HIGH
AMERICAN ITALIAN HERITAGE SOCIETY,5110 N 132 ST,EXCELLENT,8/31/2018,MEDIUM
AMERICAN LEGION POST #1,7811 DAVENPORT ST,STANDARD,5/9/2018,MEDIUM
American Legion Post #373, 7400 Q St Ralston,STANDARD,8/8/2018,HIGH
American Legion Post-331 S Omaha,4830 S 21 ST,STANDARD,12/21/2018,HIGH
AMERICA'S BEST VALUE INN,7101 GROVER ST,STANDARD,3/16/2018,MEDIUM
AmericInn Hotel & Suites,9720 W Dodge Rd,EXCELLENT,6/4/2018,MEDIUM
AMES AVE CONVENIENCE,4145 AMES AVE,STANDARD,12/6/2018,LOW
Amigos, 14840 EVANS PLZ OMAHA,STANDARD,4/18/2018,MEDIUM
AMIGO'S,8412 WEST DODGE RD,EXCELLENT,12/14/2018,MEDIUM
AMIGO'S HOT DOGS (mobile cart),5134 S 24TH ST,EXCELLENT,4/10/2018,MEDIUM
AMIGO'S MARKET,2102 Q ST,STANDARD,1/11/2019,HIGH
Ami's Kitchen,8501 N 30th St,EXCELLENT,12/13/2018,HIGH
AMSTERDAM FALAFEL & KABOB,10000 CALIFORNIA ST SFC01,EXCELLENT,10/23/2018,HIGH
AMSTERDAM FALAFEL & KABOB,620 N 50 ST,EXCELLENT,10/25/2018,HIGH
ANDERSON AMOCO FOOD SHOP,11955 PACIFIC ST,EXCELLENT,10/11/2017,LOW
Anderson Amoco Food Shop,15635 W DODGE RD,EXCELLENT,9/11/2018,MEDIUM
Anderson Amoco Food Shops,17915 ARBOR ST,EXCELLENT,9/11/2017,LOW
Anderson Amoco Food Shops,16727 Q ST,STANDARD,11/20/2018,MEDIUM
Anderson Convenience Market,2630 S 140th St,EXCELLENT,10/31/2018,MEDIUM
Anderson Food Shops,123 N 114 ST,STANDARD,5/16/2018,MEDIUM
ANDRE'S TORTILLERY,10317 PACIFIC ST,STANDARD,11/15/2018,HIGH
ANDY'S PLACE,3701 F ST,EXCELLENT,4/30/2018,LOW
Annie's Irish Pub,1101 Davenport St #110,STANDARD,6/8/2018,MEDIUM
Ansel's Pastrami & Bagels,4007 Farnam St,STANDARD,12/17/2018,HIGH
ANTHONY PICCOLO'S MOBILE VENUE,02 S 20 ST,EXCELLENT,11/13/2018,MEDIUM
ANTHONYS RESTAURANT & LOUNGE,7220 F ST,EXCELLENT,8/30/2018,HIGH
Antijitos Dona Mica,3302 Q St,STANDARD,8/28/2018,MEDIUM
Antojito's Jaliscienses,1837 Vinton St,STANDARD,7/26/2018,MEDIUM
APOLLON,1801 VINTON ST,EXCELLENT,2/23/2018,LOW
Applebee's,2829 S 181ST ST,STANDARD,9/12/2018,HIGH
APPLEBEE'S NEIGH BAR/GRILL,13208 W MAPLE RD,EXCELLENT,10/9/2018,HIGH
Applebee's Neighborhood Grill,7450 DODGE ST,STANDARD,8/28/2018,HIGH
Applebee's Neighborhood Grill,3350 S 143 PLAZA,EXCELLENT,11/19/2018,HIGH
Aramark,Eleven Con Agra DR,SUPERIOR,9/14/2018,HIGH
ARBOR VIEW ELEMENTARY,5115 N 208 ST,SUPERIOR,8/28/2018,HIGH
ARBORETUM ON FARNAM (THE),8141 FARNAM DR,EXCELLENT,1/7/2019,HIGH
Arby's,13610 W MAPLE RD,EXCELLENT,12/5/2018,MEDIUM
Arby's,5323 CENTER ST,EXCELLENT,1/9/2019,MEDIUM
Arby's,5029 S 108 ST,EXCELLENT,3/17/2018,MEDIUM
Arby's,17220 W CENTER RD,EXCELLENT,7/17/2018,MEDIUM
Arby's, 20406 CUMBERLAND DR  ELKHORN ,EXCELLENT,8/8/2018,MEDIUM
Arby's,3417 N 90 ST,EXCELLENT,8/27/2018,MEDIUM
Arby's,4615 N 72 St,EXCELLENT,11/15/2018,MEDIUM
Arbys #0765,4144 S 50th St,EXCELLENT,2/1/2018,MEDIUM
Arby's Roast Beef,2910 S 120 ST,EXCELLENT,12/18/2018,MEDIUM
Arby's Roast Beef,14145 S ST,EXCELLENT,2/5/2018,MEDIUM
ARBY'S ROAST BEEF REST,8429 W CENTER RD,EXCELLENT,7/19/2018,MEDIUM
Archetype Coffee,1419 S 13th St,STANDARD,8/17/2018,HIGH
ARCHETYPE COFFEE,3926 FARNAM ST,STANDARD,3/12/2018,MEDIUM
Aromas Coffeehouse,10000 California St,STANDARD,7/26/2018,MEDIUM
Artemis Teas,1031 Jones St,STANDARD,2/16/2018,LOW
ASHLAND PARK/ROBBINS ELEM,5050 S 51 ST,SUPERIOR,11/14/2018,HIGH
Asian Burmese Restaurant  LLC ,5912 Ames Ave,STANDARD,9/27/2018,HIGH
ASIAN FAMILY MARKET,5916 AMES AVE,STANDARD,1/16/2019,HIGH
ASIAN FAMILY MARKET,1510 NW RADIAL HWY,STANDARD,9/5/2018,HIGH
ASIAN MARKET,321 N 76 ST,STANDARD,2/8/2018,MEDIUM
ASIAN WOK,2666 N 90 ST,EXCELLENT,12/14/2018,HIGH
Astoria Indian Restaurant,5010 S 108th ST,FAIR,12/27/2018,HIGH
Athenian Gyros, 210 S 16th St  Ste 108F ,STANDARD,7/30/2018,HIGH
Attack-a-Taco,8706 S 9th St,,,MEDIUM
ATTITUDE ON FOOD,2405 N ST,STANDARD,1/17/2019,HIGH
AU COURANT RESTAURANT,6064 MAPLE ST,EXCELLENT,8/8/2018,HIGH
Auntie Anne's,10000 California #3442,EXCELLENT,12/5/2017,LOW
Auntie Anne's Pretzels,3001 Oakview Mall,EXCELLENT,8/16/2018,MEDIUM
AUSSIE'S PUB INC,2326 N 72 ST,EXCELLENT,8/13/2018,LOW
Avoli Osteria,5013 UNDERWOOD AVE,EXCELLENT,9/26/2018,HIGH
Azul Sports Bar,5132 L St,STANDARD,7/27/2018,HIGH
B & B Classic Dogs,6610 S 168 ST,STANDARD,8/22/2018,HIGH
B & G TASTY TREATS,7900 W DODGE RD,EXCELLENT,7/26/2018,HIGH
B & T CONVENIENT & LIQUIOR STORE,2704 FLORENCE BLVD,EXCELLENT,8/29/2018,LOW
B J's,4122 AMES AVE,STANDARD,6/22/2018,MEDIUM
B P O ELKS LDOGE #0039,6310 S 96TH ST,EXCELLENT,1/25/2019,HIGH
B.I.G. Meats Inc.,4859 S 137th ST,EXCELLENT,12/14/2018,HIGH
BABY BLUE SUSHI SAKE GRILL,16939 Wright Pl #103,EXCELLENT,12/13/2018,HIGH
Baela Rose,4919 Underwood AVE,EXCELLENT,1/17/2019,HIGH
BAGEL BIN INC,1215-19 S 119 ST,EXCELLENT,3/29/2018,MEDIUM
BAILEY'S,1259 S 120 ST,STANDARD,12/3/2018,HIGH
Baked After Dark,2740 N 61st St,STANDARD,12/21/2018,MEDIUM
Baker's #302,12025 W CENTER RD,EXCELLENT,8/17/2018,HIGH
Baker's #311,5555 N 90 ST,STANDARD,7/31/2018,HIGH
Baker's #315,13250 W MAPLE RD,EXCELLENT,1/4/2019,HIGH
Baker's #316,7312 N 30 ST,STANDARD,8/22/2018,HIGH
Baker's #319,888 S SADDLE CREEK RD,EXCELLENT,12/6/2018,HIGH
Baker's #320,17370 Lakeside Hill,EXCELLENT,8/8/2018,HIGH
Baker's #321,505 N 155 PLZ,EXCELLENT,12/5/2018,HIGH
Baker's Store #301,4405 N 72 ST,EXCELLENT,9/4/2018,HIGH
BALI BAR NAILS & SPA,16821 Blondo St #101,STANDARD,8/13/2018,LOW
BANCROFT SCHOOL,2724 RIVERVIEW BLVD.,SUPERIOR,10/15/2018,HIGH
BANGKOK KITCHEN,1905 FARNAM ST,EXCELLENT,1/4/2019,HIGH
BAR 415,415 S 13 ST,EXCELLENT,8/17/2018,LOW
Barchen Beer Garden,6902 N Maple St,EXCELLENT,12/4/2018,LOW
BARLEY STREET TAVERN,2735 N 62 ST,EXCELLENT,6/7/2018,LOW
Barn,15220 Military RD,EXCELLENT,8/29/2018,LOW
BARNES & NOBLE INC,3333 OAKVIEW DRIVE,EXCELLENT,9/21/2018,MEDIUM
BARNES & NOBLE SUPERSTORE,7400 DODGE STREET,EXCELLENT,3/14/2018,LOW
BARRETT'S BARLEYCORN,4322 LEAVENWORTH ST,EXCELLENT,11/15/2018,HIGH
BARRY O'S,420 S 10 ST,EXCELLENT,8/10/2018,LOW
BASKET FOOD,4518 S 24 ST,STANDARD,10/9/2018,LOW
BEACON HILLS,6750 MERCY RD STE 106,EXCELLENT,11/15/2018,HIGH
BEADLE MIDDLE SCHOOL,18201 JEFFERSON ST,SUPERIOR,9/6/2018,HIGH
BEALS SCHOOL CAFETERIA,1720 S 48 ST,SUPERIOR,10/25/2018,HIGH
Beer Can Alley/The Exchange,1101 Davenport Plz 200-240,STANDARD,6/8/2018,LOW
BEER CITY,4147 L ST,FAIR,1/2/2019,LOW
BEERCADE,6104 MAPLE ST,EXCELLENT,7/20/2018,LOW
BELLA VITA RISTORANTE,2620 MAIN ST,EXCELLENT,9/4/2018,HIGH
BELLE RYAN SCHOOL,1807 S 60 ST,SUPERIOR,8/20/2018,HIGH
BELVEDERE SCHOOL,3775 CURTIS AVE,EXCELLENT,8/24/2018,HIGH
BENNINGTON ELEMENTRY,11620 OLD BENNINGTON RD,SUPERIOR,9/5/2018,HIGH
BENNINGTON HIGH SCHOOL,16610 BENNINGTON RD,SUPERIOR,10/23/2018,HIGH
Bennington Middle School,11201 N 168th St,SUPERIOR,9/27/2018,HIGH
BENNINGTON SENIOR CENTER,322 N MOLLY ST,EXCELLENT,7/18/2018,MEDIUM
Benson Brewery,6059 Maple St,EXCELLENT,10/31/2018,HIGH
BENSON HIGH SCHOOL,5120 MAPLE ST,SUPERIOR,9/27/2018,HIGH
BENSON PARK GOLF COURSE,5333 N 72 ST,EXCELLENT,5/1/2018,LOW
Benson Theatre B Side,6058 Maple St,EXCELLENT,12/14/2018,LOW
BENSON WEST SCH CAFETERIA,6652 MAPLE ST,SUPERIOR,10/22/2018,HIGH
BERE'S HALL,5716 S 36 ST,FAIR,7/29/2017,LOW
BERRY & RYE,1105 HOWARD ST,EXCELLENT,8/2/2018,LOW
Best Bison,163 N 78th St,EXCELLENT,11/14/2018,HIGH
BEST WESTERN OLD MILL,650 N 109 CT,EXCELLENT,5/31/2018,LOW
BEST WESTERN PLUS KELLY INN,4702 S 108 ST,STANDARD,4/18/2018,MEDIUM
BETTER BODIES INC,4117 S 120 ST,EXCELLENT,9/18/2017,LOW
BEVERIDGE JR HIGH SCHOOL,1616 S 120 ST,EXCELLENT,9/13/2018,HIGH
BIAGGI'S RISTORANTE ITALIANO,13655 CALIFORNIA ST,STANDARD,10/24/2018,HIGH
BIG DADDY'S MINI DONUTS,4341 S 90 ST,EXCELLENT,4/6/2018,MEDIUM
BIG FRED LOUNGE AND PIZZA,1101 S 119 ST,STANDARD,12/3/2018,HIGH
Big Green Q (Mobile Unit),6023 MAPLE ST,EXCELLENT,9/26/2018,MEDIUM
BIG JIM'S PLUS,3024 AMES ANE,STANDARD,10/2/2018,LOW
BIG JOHN'S BILLIARDS INC,9819 M ST,EXCELLENT,1/8/2019,HIGH
Big Kahuna Kettle Corn,7170 Bennington RD,STANDARD,6/18/2018,MEDIUM
Big Lots #4544,6516 N 72nd ST,EXCELLENT,8/6/2018,LOW
Big Lots #4624,717 S 72nd ST,EXCELLENT,11/9/2017,LOW
BIG MAMA'S KITCHEN & CATERING,3223 N 45th ST,EXCELLENT,7/25/2018,HIGH
BIG RED KENO BAR & GRILL,8100 Cass,STANDARD,12/12/2018,HIGH
Bill's BBQ,4414 N 24th,STANDARD,10/16/2018,HIGH
Bill's Convenience Store,3928 Maple ST,EXCELLENT,11/21/2017,LOW
Billy Buck's Smokehouse,30801 E Park Hwy,EXCELLENT,7/28/2018,MEDIUM
BILLY FROGG'S,1120 Howard ST,EXCELLENT,1/9/2019,HIGH
BILLY K'S CAFE,12025 Blondo,FAIR,1/8/2019,HIGH
BILLY O'S LOUNGE,14241 Fort St # 102&103,EXCELLENT,2/14/2018,LOW
BILLY'S CAFE,5015 Grover,STANDARD,8/1/2018,HIGH
BILLY'S MIRACLE HILLS CAFÉ,627 N 114th ST,STANDARD,9/5/2018,HIGH
BIMBO BAKERIES USA  INC ,5717 N 72nd,EXCELLENT,7/11/2018,LOW
BIRRICRIA EL CHALAN,4518 S 24th ST,EXCELLENT,12/26/2018,HIGH
Bistro 1887,17475 Frances St,STANDARD,11/2/2018,HIGH
Black & White Catering,4150 S 144 St,STANDARD,,HIGH
BLACK BOTTOM BISCOTTI,4724 N 24th ST,EXCELLENT,10/10/2018,MEDIUM
BLACK ELK ELEMENTARY,6708 S 161st AVE,SUPERIOR,9/10/2018,HIGH
Black Oak Grill #114, 220 S 31st Ave  #3107 ,EXCELLENT,1/16/2019,HIGH
Blackburn,2606 Hamilton St,SUPERIOR,9/24/2018,HIGH
BLACKSTONE MEATBALL The,3910 HARNEY ST,STANDARD,1/3/2019,HIGH
BLACKSTONE SOCIAL,3910 FARNAM ST,EXCELLENT,5/3/2018,LOW
Blatt Beer & Table Legacy,2835 S 170th Plz,EXCELLENT,12/27/2018,HIGH
Blatt Beer and Table,610 N 12 ST,EXCELLENT,10/15/2018,HIGH
Blatt Beer and Table,10000 California St SFC01,EXCELLENT,10/23/2018,HIGH
BLAZIN' PIANOS,15244 WEST MAPLE RD,EXCELLENT,10/25/2018,LOW
BLIMPIE SUBS & SALADS,13831 R PLZ,EXCELLENT,8/17/2018,MEDIUM
BLIND DAVE'S BAR,5082 S 136 ST,EXCELLENT,5/22/2018,LOW
BLOCK 16,1611 FARNAM ST,EXCELLENT,10/16/2018,HIGH
BLONDO CONVENIENT FOOD MART,6606 BLONDO ST,EXCELLENT,12/4/2018,LOW
Bloomfield Residence LLC,9804 NICHOLAS ST,EXCELLENT,8/24/2018,HIGH
Blue And Fly Asian Kitchen,721 S 72 ST STE 111,STANDARD,9/4/2018,HIGH
BLUE CHIP ULTRA LOUNGE,14805 W MAPLE RD,EXCELLENT,10/13/2017,LOW
BLUE CROSS BLUE SHIELD,1919 AKSARBEN RD,EXCELLENT,1/10/2019,HIGH
BLUE LINE COFFEE,4924 UNDERWOOD,EXCELLENT,5/8/2018,LOW
BLUE LINE COFFEE,615 N 33 ST,EXCELLENT,5/30/2018,LOW
Blue Nile Corner Store,2541 N 20 ST,EXCELLENT,11/15/2018,LOW
BLUE SUSHI SAKE GRILL,14450 EAGLE RUN DR STE S210,EXCELLENT,9/20/2018,HIGH
BLUMFIELD ELEMENTARY,10310 MOCKINGBIRD DR.,SUPERIOR,11/19/2018,HIGH
BO BO CHINA,15414 WEIR ST,EXCELLENT,10/5/2018,HIGH
BOBS GRILL & CAFÉ,317 S 17 ST,STANDARD,11/29/2018,HIGH
Bogies Bar & Grill,14334 U ST,STANDARD,8/2/2018,HIGH
Bogies Bar & Grill,3305 Old Maple RD,EXCELLENT,11/2/2018,HIGH
BOILERROOM RESTAURANT (THE),1110 JONES ST,STANDARD,10/9/2018,HIGH
BONEFISH GRILL,120 REGENCY PRKY STE 100,EXCELLENT,8/23/2018,HIGH
BOONDOCKERS,5222 N 120 ST,FAIR,7/26/2018,HIGH
Bosh Enterprises,15689 Spaulding St,STANDARD,,HIGH
BOULDER CREEK,14208 S ST,STANDARD,7/13/2018,MEDIUM
BOURBON SALOON,311 S. 15th St 2nd floor,STANDARD,8/17/2018,LOW
Boxicanyon Company,4712 S 82nd St (Ralston),EXCELLENT,5/31/2018,MEDIUM
BOYD AND CHARLES BBQ,202 N MAIN ST,EXCELLENT,10/9/2018,HIGH
Boyd and Charlies BBQ #2,1418 S 60th St,EXCELLENT,12/10/2018,HIGH
Boyd Elemenatry,8314 BOYD ST,SUPERIOR,2/15/2019,HIGH
BOYS & GIRLS CLUB OF OMAHA,2610 HAMILTON ST,EXCELLENT,10/4/2018,HIGH
BOYS TOWN DINING HALL,13747 FLANAGAN BLVD,EXCELLENT,11/13/2018,HIGH
BOYS TOWN VISITORS CTR CAFE,13628 FLANAGAN,EXCELLENT,11/13/2018,HIGH
BOYS TOWN WEGNER SCHOOL,14124 NORTON DR,EXCELLENT,11/13/2018,HIGH
BP PETROMART,5203 NW RADIAL HWY,EXCELLENT,3/2/2018,LOW
Braai Time,12040 McDermot Plz,STANDARD,4/6/2018,MEDIUM
BRANDEIS CAFETERIA,2400 CASS ST,EXCELLENT,8/21/2018,HIGH
BRASS KNOCKER LOUNGE,3012 N 102 ST,FAIR,8/29/2018,LOW
BRAVO CUCINA ITALIANA,17151 DAVENPORT ST,STANDARD,1/16/2019,HIGH
BRAZEN HEAD IRISH PUB,319 N 78 ST,STANDARD,7/31/2018,HIGH
Brew Coffee House & Tasting Room,318 N SPRUCE ST,EXCELLENT,2/12/2018,MEDIUM
Brewsky's Food & Spirits,15350 WEIR ST,STANDARD,12/7/2018,HIGH
BRICK OVEN PIZZERIA,3001 S 144 ST,STANDARD,1/18/2019,MEDIUM
BRICK OVEN PIZZERIA,624 S 72 ST,EXCELLENT,10/15/2018,HIGH
BRICK STREET TAVERN,4936 S 135 ST,EXCELLENT,12/3/2018,HIGH
BRICKWAY BREWERY & DISTILLERY,1116 JACKSON ST,EXCELLENT,11/19/2018,HIGH
Brokedown Palace (The),8805 Maple St,STANDARD,4/11/2018,LOW
BRONCO'S DRIVE IN #0002,4540 LEAVENWORTH ST,EXCELLENT,9/26/2018,HIGH
BRONCO'S DRIVE IN #0005,1123 S 120 ST,EXCELLENT,12/20/2018,HIGH
BROOKHILL COUNTRY CLUB,1900 COLE CREEK,STANDARD,5/30/2018,MEDIUM
BROOKSIDE CAFE,15668 W CENTER RD,STANDARD,11/14/2018,HIGH
Brother Sebastian's,1350 S 119 ST,STANDARD,11/26/2018,HIGH
Brothers Lounge 2002,3812 FARNAM ST,EXCELLENT,8/31/2017,LOW
BROWNELL TALBOT SCHOOL,400 N HAPPY HOLLOW,EXCELLENT,9/5/2018,HIGH
BRUEGGERS BAGEL BAKERY,12989 W CENTER RD,EXCELLENT,4/30/2018,MEDIUM
BRUEGGER'S BAGEL BAKERY,4015 DODGE ST,EXCELLENT,8/13/2018,HIGH
BRUEGGER'S BAGEL BAKERY,228 N 114 ST,STANDARD,8/24/2018,HIGH
BRUSHI,721 N 132 ST,EXCELLENT,8/2/2018,HIGH
BRYAN MIDDLE SCHOOL,8210 S 42 ST,SUPERIOR,10/31/2018,HIGH
BRYAN SENIOR HIGH,4700 GILES RD,EXCELLENT,10/24/2018,HIGH
B's Bones & Sauce,7515 Pacific St,EXCELLENT,7/31/2018,MEDIUM
BUCHANAN'S W DODGE AMOCO,7911 W DODGE RD,EXCELLENT,12/5/2017,LOW
BUCKS,4420 L ST,EXCELLENT,1/16/2018,LOW
BUCKS BAR & GRILL,27849 W CENTER RD-WATERLOO,STANDARD,7/31/2018,MEDIUM
BUCKY DEXTER'S,4213 S 84 ST,STANDARD,3/6/2018,LOW
Bucky's,13736 Q ST,STANDARD,12/14/2018,MEDIUM
Bucky's #70,3529 S 72nd St,EXCELLENT,7/24/2018,MEDIUM
Bucky's #76,7660 Dodge ST,EXCELLENT,6/19/2018,MEDIUM
Bucky's 58,5718 NW Radial HWY,EXCELLENT,10/31/2018,MEDIUM
Bucky's Amoco,2223 S 24th,EXCELLENT,3/13/2018,MEDIUM
Bucky's Amoco,101 N 30th,STANDARD,7/13/2018,MEDIUM
Bucky's Amoco #32,3909 N 132nd,STANDARD,8/23/2018,LOW
Bucky's Express,6003 Center ST,STANDARD,2/5/2018,MEDIUM
Bucky's Express,4805 S 108th ST,EXCELLENT,3/14/2018,MEDIUM
Bucky's Express #12134,10202 Maple ST,EXCELLENT,5/10/2018,MEDIUM
Bucky's Express #13,2765 S 13th CT,STANDARD,3/14/2018,MEDIUM
Bucky's Express #20,2510 S 132nd ST,EXCELLENT,2/21/2018,LOW
Bucky's Express #21,20402 Veterans DR,EXCELLENT,9/18/2018,MEDIUM
Bucky's Express #40,107 S 40th ST,STANDARD,12/17/2018,MEDIUM
Bucky's Express #42,3435 S 42nd ST,STANDARD,1/15/2019,MEDIUM
Bucky's Express #61,2635 S 160th ST,STANDARD,2/22/2018,LOW
Bucky's Express #72,2901 N 72nd ST,STANDARD,3/23/2018,MEDIUM
Bucky's Express #831,4414 N 30th ST,STANDARD,1/24/2018,LOW
Bucky's Express #84,3052 S 84th ST,STANDARD,2/8/2018,MEDIUM
Bucky's Express #96,9645 Ida ST,STANDARD,6/29/2018,MEDIUM
BUFFALO WILD WINGS,4287 S 144 ST,EXCELLENT,9/6/2018,HIGH
